city_actual,rating_reviewcount,dist_from_cityCenter,dist_from_Montelbaanstoren,neighbourhood,price,stars,rating2_ta,rating2_ta_reviewcount,accommodation_type,guestreviewsrating,scarce_room,hotel_id,offer,offer_cat,year,month,weekend,holiday,num_nights
Amsterdam,5,3,3.6,Amsterdam West,223,4,3.5,2001,Hotel,2.4 /5,0,80,0,0% no offer,2018,3,1,0,1
Amsterdam,5,3,3.6,Amsterdam West,108,4,3.5,2001,Hotel,2.4 /5,0,80,0,0% no offer,2017,12,0,1,1
Amsterdam,568,1.7,2.1,Amsterdam West,136,3,4.5,2752,Hotel,4.4 /5,0,81,1,15-50% offer,2018,1,1,0,1
Amsterdam,568,1.7,2.1,Amsterdam West,111,3,4.5,2752,Hotel,4.4 /5,0,81,1,50%-75% offer,2017,12,0,1,1
Amsterdam,568,1.7,2.1,Amsterdam West,237,3,4.5,2752,Hotel,4.4 /5,0,81,0,0% no offer,2018,6,1,0,1
Amsterdam,568,1.7,2.1,Amsterdam West,620,3,4.5,2752,Hotel,4.4 /5,0,81,1,15-50% offer,2017,12,0,1,4
Amsterdam,568,1.7,2.1,Amsterdam West,111,3,4.5,2752,Hotel,4.4 /5,0,81,1,50%-75% offer,2017,11,0,0,1
Amsterdam,403,1.7,2.1,Amsterdam West,117,4,4.5,2753,Hotel,4.4 /5,0,82,1,50%-75% offer,2017,12,0,1,1
Amsterdam,403,1.7,2.1,Amsterdam West,643,4,4.5,2753,Hotel,4.4 /5,0,82,1,15-50% offer,2017,12,0,1,4
Amsterdam,403,1.7,2.1,Amsterdam West,152,4,4.5,2753,Hotel,4.4 /5,0,82,1,15-50% offer,2018,1,1,0,1
Amsterdam,403,1.7,2.1,Amsterdam West,117,4,4.5,2753,Hotel,4.4 /5,0,82,1,50%-75% offer,2017,11,0,0,1
Amsterdam,403,1.7,2.1,Amsterdam West,258,4,4.5,2753,Hotel,4.4 /5,0,82,1,1-15% offer,2018,6,1,0,1
Amsterdam,960,2.1,2.6,Amsterdam West,118,4,4,3182,Hotel,4.3 /5,0,83,1,50%-75% offer,2018,2,1,0,1
Amsterdam,960,2.1,2.6,Amsterdam West,107,4,4,3182,Hotel,4.3 /5,0,83,1,50%-75% offer,2017,11,0,0,1
Amsterdam,960,2.1,2.6,Amsterdam West,222,4,4,3182,Hotel,4.3 /5,0,83,1,1-15% offer,2018,5,1,0,1
Amsterdam,960,2.1,2.6,Amsterdam West,108,4,4,3182,Hotel,4.3 /5,0,83,1,50%-75% offer,2018,1,1,0,1
Amsterdam,960,2.1,2.6,Amsterdam West,222,4,4,3182,Hotel,4.3 /5,0,83,1,1-15% offer,2018,4,1,0,1
Amsterdam,960,2.1,2.6,Amsterdam West,197,4,4,3182,Hotel,4.3 /5,0,83,1,15-50% offer,2018,6,1,0,1
Amsterdam,960,2.1,2.6,Amsterdam West,126,4,4,3182,Hotel,4.3 /5,0,83,1,15-50% offer,2017,12,0,1,1
Amsterdam,960,2.1,2.6,Amsterdam West,224,4,4,3182,Hotel,4.3 /5,0,83,1,1-15% offer,2017,11,1,0,1
Amsterdam,463,2.4,3,Amsterdam West,365,3,4.5,687,Hotel,4.5 /5,1,84,0,0% no offer,2018,4,1,0,1
Amsterdam,463,2.4,3,Amsterdam West,245,3,4.5,687,Hotel,4.5 /5,0,84,0,0% no offer,2018,3,1,0,1
Amsterdam,463,2.4,3,Amsterdam West,125,3,4.5,687,Hotel,4.5 /5,0,84,1,15-50% offer,2017,12,0,1,1
Amsterdam,463,2.4,3,Amsterdam West,182,3,4.5,687,Hotel,4.5 /5,0,84,1,1-15% offer,2017,11,1,0,1
Amsterdam,463,2.4,3,Amsterdam West,588,3,4.5,687,Hotel,4.5 /5,1,84,1,1-15% offer,2017,12,0,1,4
Amsterdam,463,2.4,3,Amsterdam West,235,3,4.5,687,Hotel,4.5 /5,0,84,0,0% no offer,2018,6,1,0,1
Amsterdam,463,2.4,3,Amsterdam West,120,3,4.5,687,Hotel,4.5 /5,0,84,1,15-50% offer,2018,1,1,0,1
Amsterdam,463,2.4,3,Amsterdam West,130,3,4.5,687,Hotel,4.5 /5,0,84,1,15-50% offer,2018,2,1,0,1
Amsterdam,463,2.4,3,Amsterdam West,219,3,4.5,687,Hotel,4.5 /5,0,84,0,0% no offer,2018,5,1,0,1
Amsterdam,463,2.4,3,Amsterdam West,99,3,4.5,687,Hotel,4.5 /5,0,84,1,15-50% offer,2017,11,0,0,1
Amsterdam,227,2.2,2.7,Amsterdam West,114,3,4,1576,Hotel,4 /5,0,85,1,15-50% offer,2017,12,0,1,1
Amsterdam,227,2.2,2.7,Amsterdam West,622,3,4,1576,Hotel,4 /5,0,85,1,15-50% offer,2017,12,0,1,4
Amsterdam,227,2.2,2.7,Amsterdam West,103,3,4,1576,Hotel,4 /5,0,85,1,15-50% offer,2017,11,0,0,1
Amsterdam,227,2.2,2.7,Amsterdam West,114,3,4,1576,Hotel,4 /5,0,85,1,15-50% offer,2018,2,1,0,1
Amsterdam,227,2.2,2.7,Amsterdam West,172,3,4,1576,Hotel,4 /5,0,85,1,1-15% offer,2017,11,1,0,1
Amsterdam,227,2.2,2.7,Amsterdam West,161,3,4,1576,Hotel,4 /5,0,85,1,1-15% offer,2018,5,1,0,1
Amsterdam,227,2.2,2.7,Amsterdam West,138,3,4,1576,Hotel,4 /5,0,85,1,15-50% offer,2018,1,1,0,1
Amsterdam,376,0.8,1.3,Amsterdam West,136,3,3.5,411,Hotel,3.5 /5,0,86,1,15-50% offer,2017,12,0,1,1
Amsterdam,376,0.8,1.3,Amsterdam West,106,3,3.5,411,Hotel,3.5 /5,1,86,1,50%-75% offer,2017,11,0,0,1
Amsterdam,376,0.8,1.3,Amsterdam West,724,3,3.5,411,Hotel,3.5 /5,1,86,1,15-50% offer,2017,12,0,1,4
Amsterdam,203,0.8,1.3,Amsterdam West,104,3,4,321,Hotel,3.9 /5,1,87,1,15-50% offer,2017,11,0,0,1
Amsterdam,516,0.8,1.3,Amsterdam West,233,3,3,270,Hotel,4 /5,0,88,0,0% no offer,2018,1,1,0,1
Amsterdam,516,0.8,1.3,Amsterdam West,304,3,3,270,Hotel,4 /5,0,88,0,0% no offer,2018,2,1,0,1
Amsterdam,516,0.8,1.3,Amsterdam West,136,3,3,270,Hotel,4 /5,0,88,1,15-50% offer,2017,12,0,1,1
Amsterdam,516,0.8,1.3,Amsterdam West,869,3,3,270,Hotel,4 /5,0,88,0,0% no offer,2017,12,0,1,4
Amsterdam,145,1.6,2.2,Amsterdam West,83,3.5,3.5,72,Hotel,3.5 /5,0,93,1,50%-75% offer,2017,11,0,0,1
Amsterdam,145,1.6,2.2,Amsterdam West,105,3.5,3.5,72,Hotel,3.5 /5,0,93,1,50%-75% offer,2017,12,0,1,1
Amsterdam,145,1.6,2.2,Amsterdam West,121,3.5,3.5,72,Hotel,3.5 /5,0,93,1,15-50% offer,2018,2,1,0,1
Amsterdam,145,1.6,2.2,Amsterdam West,590,3.5,3.5,72,Hotel,3.5 /5,0,93,1,15-50% offer,2017,12,0,1,4
Amsterdam,145,1.6,2.2,Amsterdam West,162,3.5,3.5,72,Hotel,3.5 /5,0,93,1,15-50% offer,2018,3,1,0,1
Amsterdam,145,1.6,2.2,Amsterdam West,121,3.5,3.5,72,Hotel,3.5 /5,0,93,1,15-50% offer,2018,1,1,0,1
Amsterdam,145,1.6,2.2,Amsterdam West,178,3.5,3.5,72,Hotel,3.5 /5,0,93,1,15-50% offer,2017,11,1,0,1
Amsterdam,295,2.2,2.7,Amsterdam West,125,2,3.5,508,Hostel,3.7 /5,1,94,0,0% no offer,2017,11,0,0,1
Amsterdam,295,2.2,2.7,Amsterdam West,125,2,3.5,508,Hostel,3.7 /5,1,94,0,0% no offer,2017,12,0,1,1
Amsterdam,469,2.6,3.1,Amsterdam West,131,3,4,1538,Hotel,4.1 /5,0,95,1,15-50% offer,2017,12,0,1,1
Amsterdam,469,2.6,3.1,Amsterdam West,212,3,4,1538,Hotel,4.1 /5,0,95,1,1-15% offer,2018,2,1,0,1
Amsterdam,469,2.6,3.1,Amsterdam West,249,3,4,1538,Hotel,4.1 /5,0,95,0,0% no offer,2018,5,1,0,1
Amsterdam,469,2.6,3.1,Amsterdam West,234,3,4,1538,Hotel,4.1 /5,0,95,0,0% no offer,2018,6,1,0,1
Amsterdam,469,2.6,3.1,Amsterdam West,207,3,4,1538,Hotel,4.1 /5,0,95,1,1-15% offer,2017,11,1,0,1
Amsterdam,469,2.6,3.1,Amsterdam West,111,3,4,1538,Hotel,4.1 /5,0,95,1,50%-75% offer,2017,11,0,0,1
Amsterdam,469,2.6,3.1,Amsterdam West,213,3,4,1538,Hotel,4.1 /5,0,95,1,1-15% offer,2018,1,1,0,1
Amsterdam,469,2.6,3.1,Amsterdam West,741,3,4,1538,Hotel,4.1 /5,0,95,1,15-50% offer,2017,12,0,1,4
Badhoevedorp,1415,5.3,5.7,Badhoevedorp,77,3,4,3684,Hotel,3.9 /5,0,96,1,15-50% offer,2017,12,0,1,1
Badhoevedorp,1415,5.3,5.7,Badhoevedorp,103,3,4,3684,Hotel,3.9 /5,0,96,1,1-15% offer,2018,6,1,0,1
Badhoevedorp,1415,5.3,5.7,Badhoevedorp,350,3,4,3684,Hotel,3.9 /5,0,96,1,15-50% offer,2017,12,0,1,4
Badhoevedorp,1415,5.3,5.7,Badhoevedorp,68,3,4,3684,Hotel,3.9 /5,0,96,1,15-50% offer,2018,2,1,0,1
Badhoevedorp,1415,5.3,5.7,Badhoevedorp,80,3,4,3684,Hotel,3.9 /5,0,96,1,15-50% offer,2017,11,0,0,1
Badhoevedorp,1415,5.3,5.7,Badhoevedorp,68,3,4,3684,Hotel,3.9 /5,0,96,1,15-50% offer,2018,1,1,0,1
Badhoevedorp,1415,5.3,5.7,Badhoevedorp,114,3,4,3684,Hotel,3.9 /5,0,96,0,0% no offer,2018,5,1,0,1
Badhoevedorp,1415,5.3,5.7,Badhoevedorp,91,3,4,3684,Hotel,3.9 /5,0,96,1,15-50% offer,2017,11,1,0,1
Badhoevedorp,958,5.3,5.7,Badhoevedorp,56,3,3.5,2237,Hotel,3.5 /5,0,97,1,15-50% offer,2018,2,1,0,1
Badhoevedorp,958,5.3,5.7,Badhoevedorp,56,3,3.5,2237,Hotel,3.5 /5,0,97,1,15-50% offer,2018,1,1,0,1
Badhoevedorp,232,5.7,6.1,Badhoevedorp,538,3,4,323,Hotel,4 /5,0,98,1,1-15% offer,2017,12,0,1,4
Badhoevedorp,232,5.7,6.1,Badhoevedorp,148,3,4,323,Hotel,4 /5,0,98,1,1-15% offer,2018,4,1,0,1
Badhoevedorp,232,5.7,6.1,Badhoevedorp,105,3,4,323,Hotel,4 /5,0,98,1,15-50% offer,2017,11,0,0,1
Badhoevedorp,232,5.7,6.1,Badhoevedorp,105,3,4,323,Hotel,4 /5,0,98,1,15-50% offer,2017,11,1,0,1
Badhoevedorp,232,5.7,6.1,Badhoevedorp,147,3,4,323,Hotel,4 /5,0,98,1,1-15% offer,2018,5,1,0,1
Badhoevedorp,232,5.7,6.1,Badhoevedorp,103,3,4,323,Hotel,4 /5,0,98,1,15-50% offer,2018,6,1,0,1
Badhoevedorp,232,5.7,6.1,Badhoevedorp,93,3,4,323,Hotel,4 /5,0,98,1,15-50% offer,2017,12,0,1,1
Badhoevedorp,232,5.7,6.1,Badhoevedorp,125,3,4,323,Hotel,4 /5,0,98,1,15-50% offer,2018,3,1,0,1
Badhoevedorp,232,5.7,6.1,Badhoevedorp,99,3,4,323,Hotel,4 /5,0,98,1,15-50% offer,2018,2,1,0,1
Badhoevedorp,232,5.7,6.1,Badhoevedorp,94,3,4,323,Hotel,4 /5,0,98,1,15-50% offer,2018,1,1,0,1
Badhoevedorp,709,5.8,6.2,Badhoevedorp,156,4,4,944,Hotel,4 /5,0,99,0,0% no offer,2018,5,1,0,1
Badhoevedorp,709,5.8,6.2,Badhoevedorp,84,4,4,944,Hotel,4 /5,0,99,1,15-50% offer,2017,12,0,1,1
Badhoevedorp,709,5.8,6.2,Badhoevedorp,358,4,4,944,Hotel,4 /5,0,99,1,15-50% offer,2017,12,0,1,4
Badhoevedorp,709,5.8,6.2,Badhoevedorp,86,4,4,944,Hotel,4 /5,0,99,1,15-50% offer,2018,2,1,0,1
Badhoevedorp,709,5.8,6.2,Badhoevedorp,86,4,4,944,Hotel,4 /5,0,99,1,15-50% offer,2017,11,1,0,1
Badhoevedorp,709,5.8,6.2,Badhoevedorp,114,4,4,944,Hotel,4 /5,0,99,1,15-50% offer,2018,6,1,0,1
Badhoevedorp,709,5.8,6.2,Badhoevedorp,86,4,4,944,Hotel,4 /5,0,99,1,15-50% offer,2018,1,1,0,1
Badhoevedorp,709,5.8,6.2,Badhoevedorp,90,4,4,944,Hotel,4 /5,0,99,1,15-50% offer,2017,11,0,0,1
Badhoevedorp,709,5.8,6.2,Badhoevedorp,289,4,4,944,Hotel,4 /5,0,99,0,0% no offer,2018,3,1,0,1
Badhoevedorp,709,5.8,6.2,Badhoevedorp,231,4,4,944,Hotel,4 /5,0,99,0,0% no offer,2018,4,1,0,1
Amsterdam,84,0.9,0.8,Canal Ring,112,2,3.5,223,Hotel,3.5 /5,1,100,1,15-50% offer,2017,11,0,0,1
Amsterdam,84,0.9,0.8,Canal Ring,192,2,3.5,223,Hotel,3.5 /5,1,100,0,0% no offer,2017,12,0,1,1
Amsterdam,38,0.5,0.5,Canal Ring,138,3,4,363,Hotel,3.9 /5,1,101,1,15-50% offer,2017,11,0,0,1
Amsterdam,38,0.5,0.5,Canal Ring,1063,3,4,363,Hotel,3.9 /5,1,101,0,0% no offer,2017,12,0,1,4
Amsterdam,90,0.9,0.7,Canal Ring,172,3,4,1048,Hotel,4.1 /5,1,102,1,15-50% offer,2017,12,0,1,1
Amsterdam,90,0.9,0.7,Canal Ring,127,3,4,1048,Hotel,4.1 /5,1,102,1,50%-75% offer,2017,11,0,0,1
Amsterdam,791,0.5,0.5,Canal Ring,156,3,3.5,2892,Hotel,3.5 /5,0,103,1,1-15% offer,2017,12,0,1,1
Amsterdam,791,0.5,0.5,Canal Ring,188,3,3.5,2892,Hotel,3.5 /5,0,103,1,1-15% offer,2017,11,0,0,1
Amsterdam,791,0.5,0.5,Canal Ring,752,3,3.5,2892,Hotel,3.5 /5,0,103,1,15-50% offer,2017,12,0,1,4
Amsterdam,93,0.4,0.5,Canal Ring,145,2,2.5,212,Hotel,3.2 /5,0,104,0,0% no offer,2017,11,0,0,1
Amsterdam,93,0.4,0.5,Canal Ring,127,2,2.5,212,Hotel,3.2 /5,0,104,0,0% no offer,2017,12,0,1,1
Amsterdam,93,0.4,0.5,Canal Ring,626,2,2.5,212,Hotel,3.2 /5,1,104,0,0% no offer,2017,12,0,1,4
Amsterdam,438,0.5,0.5,Canal Ring,863,4,3.5,1820,Hotel,3.7 /5,0,105,1,15-50% offer,2017,12,0,1,4
Amsterdam,438,0.5,0.5,Canal Ring,188,4,3.5,1820,Hotel,3.7 /5,0,105,1,1-15% offer,2017,12,0,1,1
Amsterdam,438,0.5,0.5,Canal Ring,219,4,3.5,1820,Hotel,3.7 /5,0,105,1,1-15% offer,2017,11,0,0,1
Amsterdam,160,0.6,1.1,Canal Ring,339,3,3,367,Hotel,2.9 /5,1,106,0,0% no offer,2018,4,1,0,1
Amsterdam,160,0.6,1.1,Canal Ring,99,3,3,367,Hotel,2.9 /5,1,106,1,50%-75% offer,2017,11,0,0,1
Amsterdam,160,0.6,1.1,Canal Ring,152,3,3,367,Hotel,2.9 /5,1,106,1,15-50% offer,2018,2,1,0,1
Amsterdam,160,0.6,1.1,Canal Ring,152,3,3,367,Hotel,2.9 /5,1,106,1,15-50% offer,2017,12,0,1,1
Amsterdam,160,0.6,1.1,Canal Ring,222,3,3,367,Hotel,2.9 /5,1,106,0,0% no offer,2018,5,1,0,1
Amsterdam,160,0.6,1.1,Canal Ring,746,3,3,367,Hotel,2.9 /5,1,106,1,1-15% offer,2017,12,0,1,4
Amsterdam,160,0.6,1.1,Canal Ring,162,3,3,367,Hotel,2.9 /5,1,106,1,15-50% offer,2018,1,1,0,1
Amsterdam,160,0.6,1.1,Canal Ring,243,3,3,367,Hotel,2.9 /5,1,106,0,0% no offer,2018,3,1,0,1
Amsterdam,59,0.4,1,Canal Ring,994,4,4.5,110,Guest House,4.3 /5,1,107,0,0% no offer,2017,12,0,1,4
Amsterdam,59,0.4,1,Canal Ring,172,4,4.5,110,Guest House,4.3 /5,1,107,0,0% no offer,2017,11,0,0,1
Amsterdam,59,0.4,1,Canal Ring,231,4,4.5,110,Guest House,4.3 /5,1,107,0,0% no offer,2018,2,1,0,1
Amsterdam,59,0.4,1,Canal Ring,231,4,4.5,110,Guest House,4.3 /5,1,107,0,0% no offer,2017,12,0,1,1
Amsterdam,29,0.3,0.8,Canal Ring,221,3,5,119,Guest House,4.8 /5,1,108,0,0% no offer,2017,11,0,0,1
Amsterdam,29,0.3,0.8,Canal Ring,314,3,5,119,Guest House,4.8 /5,1,108,0,0% no offer,2017,12,0,1,1
Amsterdam,29,0.3,0.8,Canal Ring,1428,3,5,119,Guest House,4.8 /5,1,108,0,0% no offer,2017,12,0,1,4
Amsterdam,431,0.2,0.8,Canal Ring,280,4,4.5,1233,Hotel,4.8 /5,1,109,1,15-50% offer,2018,2,1,0,1
Amsterdam,431,0.2,0.8,Canal Ring,190,4,4.5,1233,Hotel,4.8 /5,1,109,1,50%-75% offer,2017,12,0,1,1
Amsterdam,431,0.2,0.8,Canal Ring,246,4,4.5,1233,Hotel,4.8 /5,1,109,1,15-50% offer,2018,1,1,0,1
Amsterdam,143,0.2,0.8,Canal Ring,121,2,4,288,Hotel,4.1 /5,1,110,0,0% no offer,2017,11,0,0,1
Amsterdam,143,0.2,0.8,Canal Ring,841,2,4,288,Hotel,4.1 /5,1,110,0,0% no offer,2017,12,0,1,4
Amsterdam,280,0.3,0.8,Canal Ring,324,4,5,1140,Hotel,4.8 /5,0,111,1,15-50% offer,2017,11,0,0,1
Amsterdam,280,0.3,0.8,Canal Ring,540,4,5,1140,Hotel,4.8 /5,1,111,0,0% no offer,2018,4,1,0,1
Amsterdam,280,0.3,0.8,Canal Ring,1331,4,5,1140,Hotel,4.8 /5,0,111,1,15-50% offer,2017,12,0,1,4
Amsterdam,280,0.3,0.8,Canal Ring,324,4,5,1140,Hotel,4.8 /5,0,111,1,15-50% offer,2017,12,0,1,1
Amsterdam,280,0.3,0.8,Canal Ring,398,4,5,1140,Hotel,4.8 /5,0,111,0,0% no offer,2018,1,1,0,1
Amsterdam,280,0.3,0.8,Canal Ring,398,4,5,1140,Hotel,4.8 /5,0,111,0,0% no offer,2018,2,1,0,1
Amsterdam,280,0.3,0.8,Canal Ring,540,4,5,1140,Hotel,4.8 /5,1,111,0,0% no offer,2018,6,1,0,1
Amsterdam,552,0.5,0.7,Canal Ring,544,4,4.5,2794,Hotel,4.8 /5,1,112,1,1-15% offer,2017,11,1,0,1
Amsterdam,552,0.5,0.7,Canal Ring,323,4,4.5,2794,Hotel,4.8 /5,0,112,1,15-50% offer,2017,12,0,1,1
Amsterdam,552,0.5,0.7,Canal Ring,1469,4,4.5,2794,Hotel,4.8 /5,0,112,1,15-50% offer,2017,12,0,1,4
Amsterdam,552,0.5,0.7,Canal Ring,242,4,4.5,2794,Hotel,4.8 /5,0,112,1,50%-75% offer,2018,1,1,0,1
Amsterdam,552,0.5,0.7,Canal Ring,312,4,4.5,2794,Hotel,4.8 /5,0,112,1,15-50% offer,2017,11,0,0,1
Amsterdam,552,0.5,0.7,Canal Ring,323,4,4.5,2794,Hotel,4.8 /5,0,112,1,15-50% offer,2018,2,1,0,1
Amsterdam,150,0.6,0.6,Canal Ring,675,5,5,1363,Hotel,4.9 /5,0,113,1,15-50% offer,2017,11,1,0,1
Amsterdam,150,0.6,0.6,Canal Ring,557,5,5,1363,Hotel,4.9 /5,0,113,1,15-50% offer,2018,1,1,0,1
Amsterdam,150,0.6,0.6,Canal Ring,675,5,5,1363,Hotel,4.9 /5,0,113,1,15-50% offer,2017,12,0,1,1
Amsterdam,150,0.6,0.6,Canal Ring,864,5,5,1363,Hotel,4.9 /5,0,113,0,0% no offer,2018,6,1,0,1
Amsterdam,150,0.6,0.6,Canal Ring,596,5,5,1363,Hotel,4.9 /5,0,113,1,15-50% offer,2018,2,1,0,1
Amsterdam,150,0.6,0.6,Canal Ring,646,5,5,1363,Hotel,4.9 /5,0,113,1,15-50% offer,2018,3,1,0,1
Amsterdam,150,0.6,0.6,Canal Ring,2940,5,5,1363,Hotel,4.9 /5,0,113,1,1-15% offer,2017,12,0,1,4
Amsterdam,150,0.6,0.6,Canal Ring,1259,5,5,1363,Hotel,4.9 /5,0,113,0,0% no offer,2018,4,1,0,1
Amsterdam,150,0.6,0.6,Canal Ring,626,5,5,1363,Hotel,4.9 /5,0,113,1,15-50% offer,2018,5,1,0,1
Amsterdam,150,0.6,0.6,Canal Ring,577,5,5,1363,Hotel,4.9 /5,0,113,1,15-50% offer,2017,11,0,0,1
Amsterdam,33,1,1,Canal Ring,139,3,3.5,83,Apartment,3.5 /5,1,114,1,15-50% offer,2017,11,0,0,1
Amsterdam,190,0.3,0.9,Canal Ring,342,4,4.5,681,Hotel,4.6 /5,1,115,1,15-50% offer,2017,11,0,0,1
Amsterdam,190,0.3,0.9,Canal Ring,506,4,4.5,681,Hotel,4.6 /5,1,115,0,0% no offer,2017,12,0,1,1
Amsterdam,373,0.3,0.9,Canal Ring,1342,4,5,2640,Hotel,4.9 /5,1,116,1,15-50% offer,2017,12,0,1,4
Amsterdam,373,0.3,0.9,Canal Ring,219,4,5,2640,Hotel,4.9 /5,1,116,1,50%-75% offer,2017,11,0,0,1
Amsterdam,373,0.3,0.9,Canal Ring,323,4,5,2640,Hotel,4.9 /5,1,116,1,15-50% offer,2017,12,0,1,1
Amsterdam,189,0.4,0.9,Canal Ring,263,4,4,226,Hotel,4 /5,0,117,0,0% no offer,2017,12,0,1,1
Amsterdam,189,0.4,0.9,Canal Ring,184,4,4,226,Hotel,4 /5,0,117,1,15-50% offer,2017,11,0,0,1
Amsterdam,189,0.4,0.9,Canal Ring,1093,4,4,226,Hotel,4 /5,1,117,0,0% no offer,2017,12,0,1,4
Amsterdam,116,0.4,0.9,Canal Ring,355,5,4.5,619,Hotel,4.8 /5,1,118,1,15-50% offer,2017,11,0,0,1
Amsterdam,116,0.4,0.9,Canal Ring,502,5,4.5,619,Hotel,4.8 /5,0,118,1,15-50% offer,2018,5,1,0,1
Amsterdam,116,0.4,0.9,Canal Ring,2998,5,4.5,619,Hotel,4.8 /5,1,118,0,0% no offer,2017,12,0,1,4
Amsterdam,116,0.4,0.9,Canal Ring,404,5,4.5,619,Hotel,4.8 /5,0,118,1,15-50% offer,2018,1,1,0,1
Amsterdam,116,0.4,0.9,Canal Ring,553,5,4.5,619,Hotel,4.8 /5,1,118,1,1-15% offer,2017,11,1,0,1
Amsterdam,116,0.4,0.9,Canal Ring,552,5,4.5,619,Hotel,4.8 /5,1,118,1,15-50% offer,2018,6,1,0,1
Amsterdam,116,0.4,0.9,Canal Ring,404,5,4.5,619,Hotel,4.8 /5,0,118,1,15-50% offer,2018,2,1,0,1
Amsterdam,116,0.4,0.9,Canal Ring,407,5,4.5,619,Hotel,4.8 /5,1,118,1,15-50% offer,2017,12,0,1,1
Amsterdam,113,0.7,0.6,Canal Ring,130,2.5,2.5,277,Hotel,3.7 /5,1,119,1,15-50% offer,2017,12,0,1,1
Amsterdam,113,0.7,0.6,Canal Ring,110,2.5,2.5,277,Hotel,3.7 /5,1,119,1,50%-75% offer,2017,11,0,0,1
Amsterdam,113,0.7,0.6,Canal Ring,643,2.5,2.5,277,Hotel,3.7 /5,1,119,1,15-50% offer,2017,12,0,1,4
Amsterdam,100,0.6,1,Canal Ring,107,2,3,295,Hotel,3 /5,1,120,1,50%-75% offer,2017,11,0,0,1
Amsterdam,100,0.6,1,Canal Ring,139,2,3,295,Hotel,3 /5,1,120,1,50%-75% offer,2017,12,0,1,1
Amsterdam,100,0.6,1,Canal Ring,907,2,3,295,Hotel,3 /5,1,120,1,15-50% offer,2017,12,0,1,4
Amsterdam,251,0.6,1,Canal Ring,91,2,3.5,376,Hotel,3 /5,1,121,1,50%-75% offer,2017,11,0,0,1
Amsterdam,251,0.6,1,Canal Ring,314,2,3.5,376,Hotel,3 /5,1,121,0,0% no offer,2018,5,1,0,1
Amsterdam,251,0.6,1,Canal Ring,100,2,3.5,376,Hotel,3 /5,1,121,1,50%-75% offer,2017,12,0,1,1
Amsterdam,251,0.6,1,Canal Ring,617,2,3.5,376,Hotel,3 /5,1,121,1,50%-75% offer,2017,12,0,1,4
Amsterdam,251,0.6,1,Canal Ring,277,2,3.5,376,Hotel,3 /5,0,121,1,1-15% offer,2017,11,1,0,1
Amsterdam,251,0.6,1,Canal Ring,190,2,3.5,376,Hotel,3 /5,0,121,1,15-50% offer,2018,1,1,0,1
Amsterdam,251,0.6,1,Canal Ring,280,2,3.5,376,Hotel,3 /5,1,121,1,1-15% offer,2018,4,1,0,1
Amsterdam,251,0.6,1,Canal Ring,190,2,3.5,376,Hotel,3 /5,1,121,1,15-50% offer,2018,2,1,0,1
Amsterdam,251,0.6,1,Canal Ring,314,2,3.5,376,Hotel,3 /5,1,121,0,0% no offer,2018,3,1,0,1
Amsterdam,251,0.6,1,Canal Ring,314,2,3.5,376,Hotel,3 /5,1,121,0,0% no offer,2018,6,1,0,1
Amsterdam,275,0.6,1,Canal Ring,751,2.5,3,563,Hotel,3 /5,0,122,1,1-15% offer,2017,12,0,1,4
Amsterdam,275,0.6,1,Canal Ring,114,2.5,3,563,Hotel,3 /5,0,122,1,15-50% offer,2017,12,0,1,1
Amsterdam,275,0.6,1,Canal Ring,114,2.5,3,563,Hotel,3 /5,0,122,1,15-50% offer,2017,11,0,0,1
Amsterdam,121,0.4,0.5,Canal Ring,146,3,3,342,Hotel,3.5 /5,1,123,1,15-50% offer,2017,12,0,1,1
Amsterdam,121,0.4,0.5,Canal Ring,167,3,3,342,Hotel,3.5 /5,0,123,1,15-50% offer,2017,11,0,0,1
Amsterdam,121,0.4,0.5,Canal Ring,188,3,3,342,Hotel,3.5 /5,1,123,1,1-15% offer,2018,2,1,0,1
Amsterdam,121,0.4,0.5,Canal Ring,188,3,3,342,Hotel,3.5 /5,0,123,1,1-15% offer,2018,1,1,0,1
Amsterdam,30,0.7,1.1,Canal Ring,185,1,3,216,Hostel,2.7 /5,1,124,0,0% no offer,2017,12,0,1,1
Amsterdam,30,0.7,1.1,Canal Ring,116,1,3,216,Hostel,2.7 /5,1,124,0,0% no offer,2017,11,0,0,1
Amsterdam,104,1,1,Canal Ring,764,3,4,404,Hotel,4 /5,0,125,1,1-15% offer,2017,12,0,1,4
Amsterdam,104,1,1,Canal Ring,263,3,4,404,Hotel,4 /5,1,125,0,0% no offer,2017,11,1,0,1
Amsterdam,104,1,1,Canal Ring,109,3,4,404,Hotel,4 /5,1,125,1,15-50% offer,2017,11,0,0,1
Amsterdam,104,1,1,Canal Ring,134,3,4,404,Hotel,4 /5,0,125,1,15-50% offer,2017,12,0,1,1
Amsterdam,234,0.4,0.6,Canal Ring,430,5,4.5,1556,Hotel,4.6 /5,0,126,1,15-50% offer,2017,12,0,1,1
Amsterdam,234,0.4,0.6,Canal Ring,487,5,4.5,1556,Hotel,4.6 /5,0,126,1,1-15% offer,2018,3,1,0,1
Amsterdam,234,0.4,0.6,Canal Ring,487,5,4.5,1556,Hotel,4.6 /5,0,126,1,1-15% offer,2018,6,1,0,1
Amsterdam,234,0.4,0.6,Canal Ring,459,5,4.5,1556,Hotel,4.6 /5,0,126,1,1-15% offer,2018,1,1,0,1
